generation,individual,sfc,reqps,cpu,avg_cpu,memory,avg_memory,link,latency,sfc_hosts,total_hosts,no_sfcs,ar
8,4,sfc1-3,80.825,0.06973577477037907,0.3204548079520464,0.07043880689889193,0.3451411910355091,4154.405000000001,218.26235524157664,2,5,21,0.65625
8,4,sfc1-4,80.825,0.06973577477037907,0.3553671631962061,0.07043880689889193,0.4869231949560344,5075.810000000001,283.0703168086126,2,5,21,0.65625
8,4,sfc1-5,80.825,0.06973577477037907,0.43730998784303665,0.07043880689889193,0.5658871345221996,3087.5150000000003,400.3978187216775,1,5,21,0.65625
8,4,sfc1-6,80.825,0.06973577477037907,0.43730998784303665,0.07043880689889193,0.5658871345221996,3281.495000000001,404.14900840943363,1,5,21,0.65625
8,4,sfc1-7,80.825,0.06973577477037907,0.3553671631962061,0.07043880689889193,0.4869231949560344,5043.480000000001,256.52351837906843,2,5,21,0.65625
8,4,sfc2-0,80.825,0.14285955019295216,0.3553671631962061,0.27196985948830843,0.4869231949560344,7452.065000000001,352.0706027623142,2,5,21,0.65625
8,4,sfc2-1,80.825,0.14285955019295216,0.3143468064566453,0.27196985948830843,0.4372734855860472,5625.420000000001,187.33435284692422,3,5,21,0.65625
8,4,sfc2-2,80.825,0.14285955019295216,0.44929634127765894,0.27196985948830843,0.4854779876768589,6805.465000000001,402.9029838194552,2,5,21,0.65625
8,4,sfc2-3,80.825,0.14285955019295216,0.4002411620070537,0.27196985948830843,0.5308313500136137,6078.04,548.6524047293722,3,5,21,0.65625
8,4,sfc2-4,80.825,0.14285955019295216,0.3376217099527518,0.27196985948830843,0.531794821533064,7500.560000000001,328.45652110416705,3,5,21,0.65625
8,5,sfc0-6,80.825,0.05069543793797493,0.05788668151944876,0.02518610004335642,0.04363404307514429,561.73375,1.3296621096433272,2,6,2,0.0625
8,5,sfc1-5,80.825,0.06973577477037907,0.04014373756945133,0.07043880689889193,0.03187496898074945,925.4462499999997,1.3531871079375615,3,6,2,0.0625
8,6,sfc0-0,80.825,0.05069543793797493,0.060011137276887894,0.02518610004335642,0.041899741627275944,1204.2925000000002,3.4646601562395456,2,4,8,0.25
8,6,sfc0-1,80.825,0.05069543793797493,0.060011137276887894,0.02518610004335642,0.041899741627275944,501.115,1.7257326073660013,1,4,8,0.25
8,6,sfc0-2,80.825,0.05069543793797493,0.17277618311345577,0.02518610004335642,0.0797945293597877,1382.1075000000005,58.36883060251347,2,4,8,0.25
8,6,sfc0-3,80.825,0.05069543793797493,0.17277618311345577,0.02518610004335642,0.0797945293597877,1228.5400000000002,305.29285281089716,2,4,8,0.25
8,6,sfc0-4,80.825,0.05069543793797493,0.28554122895002365,0.02518610004335642,0.11768931709229946,1236.6225000000002,82.03907264267897,1,4,8,0.25
